id,meterologist,degen
1935,terra1akzl5f2y5kz5qmrwx82dpy6rsemw7es92xev7k,27
1936,terra1akzwpzu2e970srktcl4wyx3zghzpkmvtqhc6fa,25
1937,terra1alel7x2gtzq2uzmu5557q5s50sgtm6zg9x4hde,12
1938,terra1alhp56ad2xwm8uz30wkfsvkrqt0su6343m4vlf,10
1939,terra1alpwqnntrljvslcprr8drrww2yekp77n7hncwz,30
1940,terra1am02he854rsye9d20dfe30vrssh3pajtkqnefh,27
1941,terra1am40hwsxpv55qd7tzgd5v0v6nz89f5sw67fyxj,10
1942,terra1am7hpapjamhrcpm2d7l0k6myzdyulte582vszz,7
1943,terra1amjt3drhwntkpcpqnmvu60mdau0r5mepdqlau6,25
1944,terra1amk0dpfs8yc38u4dqqn5v8e2kdp9hpc8yqhw8q,27
1945,terra1amk38rl3jvmz6jh7uxxu2kxzpqqy9syc42fdv7,2
1946,terra1amm052qw0wk8ehpv48t4hgn0g5qj28ltyg6l9p,25
1947,terra1amqfy5duzavwmwhnf5pwd04lcm94ssv27n7p2r,2
1948,terra1an73uy4y4pf8ct6ctqt3cwnn9hdsj6xy0hvyxx,16
1949,terra1aner5llkmzugf76l90q9e0ww9t8m3hclnyfgey,19
1950,terra1ank30jur9hpfrkm2rj8898r8rfrjmgcc9rx2f7,10
1951,terra1ansggn3mkezhts9meztwemcg55welzd4fvcpzf,26
1952,terra1ap2xqvx5d25k2y695d6vljnjxnz362rrcqvaa0,27
1953,terra1ap8mtxdf6mwen22jprmsncgejghzr2qtdyxu2h,5
1954,terra1apcvfccryplzwgh5763l2mnkrsyap0muqmhxwy,24
1955,terra1apenzq3z74sn9ehv4nxs6dkwkp8qrdd4d8xvg6,17
1956,terra1apggr5c937lvde90dkay6zyg0nlyq68jev2axa,28
1957,terra1apmzp25rdeaklxs3m54jyaprnntlerj0aaatku,25
1958,terra1apvnkw7mut79jp9s3pkyd00s6dn3vuyf8zut6t,27
1959,terra1aq0mwm23jh5hhk66zl3p48z58u9za2mhljhqj2,2
1960,terra1aq0zwksav6538gn4y55mus7r8ll6g9cnfr7snh,26
1961,terra1ar3jflttt6vsrgnn2cgyqajex5arqnhaukn6y7,23
1962,terra1ara0nsyxy7elsustfym9nn38zv0uwczhy9nvlr,13
1963,terra1armlza7vt7petc6jptgr6y3s7w3afpr4vhr9m9,7
1964,terra1armndudemxy6jhw00vycll8jzumu2h3xup6x5x,16
1965,terra1arr33mrru6sd29z2pyupmculxdaenzags2quzc,9
1966,terra1arrpxk6zl809lxx79ds0e0yqypyvc9h4lns0qc,20
1967,terra1arsvlgut8qxrguh7vx3fkexxsrt7rlc60j53cz,24
1968,terra1arsvukql4rja49g6fsdyzyfavcehm8rp3g2k55,7
1969,terra1as4jk9535ltlfzjvvsxtv85sr9u5m4rrjyf99q,13
1970,terra1as7wql27wtqmlg0rnkm2k44ylvl2xnqflt4unh,12
1971,terra1as8j8qhexvsc3sy0gxrfajuuggwar45chfhqwn,27
1972,terra1as9jwap2dhfxmyhmg9gn9gqks4090xsuxpzd6c,28
1973,terra1asga036x88ccq8rumdzujdzacz2htdm9tf09f2,30
1974,terra1asgp2crs4ny03mjuu9x7mgzd8wghyqew00q0ue,28
1975,terra1ashjrx4wxl6tjpfp3l9u34hcy7h29f63j4eus9,3
1976,terra1asr0tjjhhlmhk54wmd53r3grzurfy02anr57ra,4
1977,terra1asy0xh50t9t3cmh3vcngvtfzcnlskl798fl4rc,11
1978,terra1at236lyq0zn9qda8yefv9v3m75tu4a4exyzm4q,25
1979,terra1at3u5ahpq5x9yfhep8hry279netsd0lthgc2vr,13
1980,terra1at98wqe6949ra6rzx6ruppq0cyz479m5x2j8ry,24
1981,terra1atdygyywtkqwzh42e6j0kcemjevjgqnsukqctc,17
1982,terra1au5rvdtnl9ypdxk2z3dvljrzdswla873rw7q5f,10
1983,terra1aun4fx4fhm5p9rw9vsv7y9lr50vy9zdu02l0xj,18
1984,terra1auxwyshtz7rexul68wdmr26w4vd0xjsumdcuhr,30
1985,terra1av08la3hkd4m3y9nky2zzqxf6redampwwng4gz,2
1986,terra1av3rl3x200jfywlndp04mayamn8f4d0kzk70rx,25
1987,terra1avmsnad9xzv9hkwf2npawjx0syuerkx2dzqu98,29
1988,terra1avxtduvgny66nqqwdj7g5x9n64gc8v3z79ta7k,24
1989,terra1avys4aym2lyulqkrymnwhwsgkh78l3kvt4dyh9,10
1990,terra1aw5zn94yr98dmg4m6rhdzrc825njnn6u0hzfgf,14
1991,terra1awmmperm3xxeukz00ck93lt6fx8sqf9ez7rzx5,27
1992,terra1awnyl0vs23xm9dngyc99umu7c9zl97tfl7neez,13
1993,terra1awx0flpqluhn84f24m8f60rs8eyapw95t898zj,30
1994,terra1awz3l0pm4qc644wu7tuj44hl5npakx8cmey9y3,1
1995,terra1ax3k8j4zgy2ce27rkxc7x6kx6u8dh5m2q5xsn8,4
1996,terra1ax556r8qn08us62px63ae2nwzexlt2wd5gx3ad,24
1997,terra1axdvf5ks32p7nm3e6ym9t4frtqk3svk522z8ca,30
1998,terra1axfkxyp7wzfs67du9jc2vz9swx6yzg82ltlee3,24
1999,terra1axjjhnsk59ujtrvmlu3rp3hcnm8mvdn6l7x7un,28
2000,terra1axncszw9np2k58kmhhqr3rn4znfl0s30c5fj7a,18
2001,terra1axsymfcz48c6lazh6xr9ycgr20qk4tsx9gm3y2,20
2002,terra1ay3gl5rmftydzx6jfne59t04qjfvct9whet4gm,29
2003,terra1ay3ynece252kqwldp3cmhp58mh5hy3fpwj28fn,10
2004,terra1ay9zr28prcu96vrwpxfu6n2x06v57nrxhl2qmr,5
2005,terra1ayd8ldfak0qdxem5r30vhl4qd32z65y3f3mfrx,4
2006,terra1aydcss04l9ulypm9awna2u2duzaku5ze04r298,21
2007,terra1ayl7cl6dranpx2v2k4q9fqm9xdjzkv0n42z7jm,19
2008,terra1ayms9649qhd8t002tr34ln54qagpkd62gashx5,29
2009,terra1azl2f3p4mk3mj04g4snu8kygyhcm6hmvn34z5g,28
2010,terra1azt26pw747mgv43jm5t8andht45hecttzxmmlv,1
2011,terra1azv2mdxa625fehv8mrjj49jfjdn46la6hyxxp7,25
2012,terra1azw4m7umfxc668afc9s7u8jy43allcvxlhycg9,4
2013,terra1azwgwlupernvfhvc5zymrcjcj5zdp0yutl3lgs,8
2014,terra1c0gsgz4l2y6c87pu3g3jh2jdlx5w99hsl5hy84,1
2015,terra1c0h4v70wzwvxggueu8ana9f0u3yzt7xwww52v3,22
2016,terra1c0mhsgmvrqn0argh6z836kfgslzr748xfwulyj,1
2017,terra1c0mqwgyygkt9yrnxglthdrfst2lhv6haf5t7rz,28
2018,terra1c0nyws636wv9m6eag4uam6x0twtrgcemwym347,30
2019,terra1c0s43n9u4yh0t47spxajwtq58hrdrfu7s72xef,27
2020,terra1c0yxx3r5p3s2nqyc02mnqqwgz5lsme80actvka,10
2021,terra1c29cwrgqk5vpc36cdwqswu4fvcdu4ktxsppzkl,26
2022,terra1c2lh4gwpwyjaq7dypmllzz3wypm0z26w6wzepd,25
2023,terra1c2v7v5ah8jm77yd0qajvszchysut3rdzud5q9j,25
2024,terra1c3cpqex45y82jzvphy30umdvjs2q5r33xzg4vj,15
2025,terra1c3nheuru0lsp24f427jt8rzdauhp0etfxrhtv6,27
2026,terra1c3u9fmwxsn9mga2kcl4lzqx3gtf605rlpm5y4u,7
2027,terra1c54nscj92rkcarfe2txlp9r55ukkngrjg55dn7,7
2028,terra1c59nz6zrw0898g9h9sv9rmugp47sgy2vses4hn,22
2029,terra1c5r6nm880tm3su29767zg08yuxr7ynlnevs3y2,5
2030,terra1c5x7rw9hja64vjllpdzs4cvf9cas8t08er8wn0,5
2031,terra1c60dcq57uc3l9t30tpujuwdh9rhxm4jgrjma87,22
2032,terra1c63ynuf2plz36j8tkxd0m0pasyufcvhjgxh2tg,30
2033,terra1c67ew2j5kwuv2wmc08nqrsumasl58u6fhkmpmy,18
2034,terra1c67hv0hvgwt42w0mcc4hkkuurf0c8euc4lzgzk,26
2035,terra1c6ehtcq7kw7xpt5qv4wje0vwk6scj8350stdn2,24
2036,terra1c6ktwlltxqsqwt4nnxxzmsm3z07kcyxtfs4m4h,8
2037,terra1c6m2zwh3pedn3s89z7wvhh8q6gwskfwatvkwxy,21
2038,terra1c6xjs4h3wrugmkrv752arvxeyhmahxw66hqd2d,25
2039,terra1c7ep447tw62a5wj3dzgqennhr9nha79chxatdf,2
2040,terra1c7nt6c30akf4987sxqwdjymwn63yu5gt5lpfzn,19
2041,terra1c8flxmm803de3zqtpymhzdk6cu3lj4nahpjgqs,24
2042,terra1c8jqdea0nqrvjd7nfg3vfy4shc7lxamgcx4fug,23
2043,terra1c8skktfmezezyvkju86wfs7420xvp2haf30zyl,2
2044,terra1c8wxaznskk2nqzau0ydaw3w40p2ke7tyrngdvp,30
2045,terra1c93hp2n6y4clunvme04dl4m7awsytf0s0zej9p,7
2046,terra1c97m5hml2txvu5ggt0dvtrcqyuwplm029acy3a,16
2047,terra1c9cr0etfmgfs7nmemzwskwc9qy03cjv09djhp7,14
2048,terra1c9ju4scdnqyzg6238ds4nsu6lhzz6ukd8qvkr9,30
2049,terra1c9pzwatzh60fa5p8qskagsjyxjgx6kmm3ps4mu,4
2050,terra1c9qum9hqtrj9qau7vrnwhaf0m0rkmnde2fhy4f,5
2051,terra1c9vqqlurks89d97es240l7erysq4sm77897x8l,11
2052,terra1c9w45gtsnapt46n8zy42lwlpta48878u2dffp7,24
2053,terra1c9x93zfy65clth0ueuwgpq9ewh5e4tjzrj5n2t,4
2054,terra1ca6ug5hr77uatmk4x92fc7nxhqud7we4qgn785,8
2055,terra1ca8jm0cd3vrmqyxay9jureflgfssck5e8ppd2r,3
2056,terra1cagyv85vgyg472j3vt789uxsznsng453wrk3ls,2
2057,terra1cak0ux4mgl7ujpklqtkmpkjt50aw4z8jwumgn0,4
2058,terra1cal4edakea6st6yqd67xjfxwsh2gzjghnkmfmc,21
2059,terra1cardnznmgxkveucmwqa4v76t7u3d8h8ldnevxh,30
2060,terra1cat3fdjs8jtxu8nhrt9yaaz2pgu3d94smmyld7,22
2061,terra1cc0g03k45yzzk4j780d46x967mlvfvep9v49cs,25
2062,terra1cc0ya5rtj7xtz6kq4ka9wzlyea4g808r5ye6pn,19
2063,terra1cc465wrms0xuwjcregex33ejteakj0mw0vqwe8,2
2064,terra1cc6l3mqtjry0x8ke3zax7jlf9fy2fkwyc84ftw,20
2065,terra1cc88zcmwzdgd2udd5q73lly3a0m7hshgd5ucak,27
2066,terra1ccn0c6at32uf59st5axkgdr54j938ey5rp9xrc,21
2067,terra1ccvy3vqyuazptzta56paerl3er6k779pvw2nc3,7
2068,terra1ccwfhyaawxfej4dxwkys4tnvlwf7s49gd2teae,12
2069,terra1ccyjd88snuhwt5wmc0ez7d7vsvd3z9f7w4uuh5,30
2070,terra1cd0rng6capx6gga6vxwjurvhzrmv4e48us3ysk,2
2071,terra1cd2av57svg933zf3mzv97q3lpvgtk69pjlsy3p,23
2072,terra1cd5zs7uyz9fsa0d6v3cvmv9xtg2r56fe4lumze,20
2073,terra1cdefmhm4wwez24r42fswgm9ea0y5zhnyq7vwfr,21
2074,terra1cdu7fwwkyqv33uzx60sg8rdtzn3jmx4kpzjete,18
2075,terra1cdw5zqfplxatxvu7zz4mfzhnm6e5a7gr63hwkh,13
2076,terra1ce5zelqxpzu0l2jewasw5ulyxgrujszm2x7hfa,16
2077,terra1cek6zrq0lx0khzj4gq9mejmdg4rjdul39gwsas,4
2078,terra1ces6akks7culrg7374cfxd8ws7smhm3jhcd207,30
2079,terra1cevg4ctld78xldnlsa87ypdl6kpprffgpqe0k2,7
2080,terra1ceyf644es9makad87fwp9kdzjhzdzwhwm37337,30
2081,terra1cfllcr0kh9w7aryacvk6zsearuyuyyyg0zfzz3,7
2082,terra1cfsg3var470dj9w26w929fcnrl8f7ee624ays5,7
2083,terra1cfw3pf4n42vq4crsj3jn22qj3sk8rp8x2caagk,13
2084,terra1cfzey9p5n4uf7cpfnjtnn4vlw4tahec5rxwcuw,21
2085,terra1cg6224dekkke3yelvj43psl3qstkwp938l224q,24
2086,terra1cg8n2fmz6kwkpp5cqe75ccnl4gec484ckdvurz,21
2087,terra1cg9q7x9y3k5qyvgcut9vxszfwlz2glnlugqwh0,25
2088,terra1cggquluezd3h3f8ufl6knfnzq062fe9x0sccmt,20
2089,terra1cgvvr7jz4af4k7h4v9gtdq7kpkkpdnscr4p5vx,19
2090,terra1ch96zj9eh0jaes89vkef9f5rg0xhhnw93p7p99,5
2091,terra1cha68lxnz4m92887cs9l5dv2ug96wtrmr32t42,10
2092,terra1chgajhx5c66mzl7nd55cj6h0344qm3jg0ttnz8,30
2093,terra1chrvjaepamdh2j35zdlvr29aqmzj29gy0f3e59,16
2094,terra1chs7sjjjwuudrnetdeshvsvz636a6x2au3durl,26
2095,terra1churpx889nhz6jegup7uj0tkcreazqnqvztffr,2
2096,terra1chz4tk2duhxfu3pjkkng03elvawermc0vxzv3c,27
2097,terra1cj7mnqc37v79rmnlwfzus9hwlq5evpdg5wrqln,2
2098,terra1cjjy53yuarrck4z84ka2qme4stycjmjel5dv7j,29
2099,terra1cjpfejqnm2p3h2hey7jre850zd6r2ehh7vxy5f,13
2100,terra1cjs7eykzyte6d543svyml9s69d3fc8wqlgldxl,25
2101,terra1cju0h25vuz8wwx67gcnlh8srh5dzl5dhws896r,5
2102,terra1cjvjwtedmypr9ujrrlmtlvtd5psf0m6dj07l26,9
2103,terra1cjwsjx2xa2q335dfnpw8vatmz2hgpqxht0kcq6,2
2104,terra1ck8e5xcg0f67w7ms2g26lk5qtax86swjhhencl,1
2105,terra1ckevhgy9l53zgd6k98gs7n3jw4680echz9l3jj,10
2106,terra1ckkmyfsga6khqcl6sy9ncdxjs279ektx59py3c,23
2107,terra1cknhng7nqlpwpmtvr046ndfnxcdqhu65hnw962,16
2108,terra1ckqcfeqx8qfjjcwwlvlr5pr4dcl02qm8wr0yp3,13
2109,terra1cktfmhr44jztxj8dnfup8c6ul86z9ss04460xx,4
2110,terra1cl4nu60zqn64zpky4gf68gghsfs74amu9xqa4w,5
2111,terra1cl5j0wdl8f88zs9kwz23ksfrukcpsngh5026l2,27
2112,terra1clc6eng5xuldlhh24ahc6r84y6jgh5vvqz98sf,8
2113,terra1cljwkmj8ssaj0qudszeqcfkhat26mv4amtmgvd,28
2114,terra1clxr28gkukjnykh85sapvgp8scsr3gegz3gl0q,10
2115,terra1cm3pavsswhswswhvezv2u8eudwf8grx5hwr2k4,30
2116,terra1cmj9phxgsp7g9awj8gujycrwxxkuf6h2jjga28,22
2117,terra1cmjvd2yephg4x7lwk8wm7vxzvx8uxvfswr8zr9,2
2118,terra1cml5mmsdh674943psrlvsxva3qxrc4qapq8t33,30
2119,terra1cmvcgz80pdtc6p0nylqnc6ljhshkwh7qw3cgqz,8
2120,terra1cmvy2d59zgfy63mcj6kkk8k5hkuwe0aakqje29,9
2121,terra1cmwjtpau26j089c0ppspnphstxk23fq728smmn,7
2122,terra1cn5e72vugj77ws3d9njumjjk20g79r235kd8ug,17
2123,terra1cn70sru5ut70rgr8trq9q7kjqtkcuefsgfzg36,30
2124,terra1cng9l3ysjnql6nd466kvprhuvu99jasgt6x7ee,2
2125,terra1cnmgn0w58p25d7l8erwwarlrw0xqxusyw3yp0p,17
2126,terra1cnmnj9p0qze78sc6hjrypn2lw5pgf4knyqzjn6,5
2127,terra1cnutpunn2vdvu9c6jfvej2dkxn8snqz9s8drr8,25
2128,terra1cnxwnf4u8cdt23g5hc9zyyjuxmxt2pkwhyelj9,27
2129,terra1cp00yyx6yedc2tkeymf833d6gcyegawevm03qm,5
2130,terra1cp7fdj9w0fsjtv30cgrpkgmazqlqgd9fze4uhr,22
2131,terra1cp7gye3pr8qg8eu933qj6lnscnnt88plj4skps,3
2132,terra1cpjepzcc9ewh8qhqy246cugm57ku4dsuqh6hyp,10
2133,terra1cpmhprd06gyfz2stnmzxcc9lc44wluf50vrhrr,2
2134,terra1cpqtdwrml6utfqaxf03rn74xdajkflacq38ylx,6
2135,terra1cqk7jkdsdv54glf89n7dns75mewf78xzzpaecj,10
2136,terra1cqt8zpeyd2l5n3aqf52f2gj8p0q4pzlhctnf3x,27
2137,terra1cqwt2xaa2dac4talk0f43v6arvf7ldw9d6asw2,17
2138,terra1cr57p67sapa5j3adp6jlcqwweuyj6hamwpysvs,30
2139,terra1cr8tzr7vrjs0ewt50j3w3uv6r707spgc7lfcke,2
2140,terra1cra3lj8zu3xtkyt2z6jh4njt5rftr9ujt6vj3e,21
2141,terra1crgmcqgfz44uzcg49amg0r2f3tdn0a8680hca9,13
2142,terra1crn6y3a6gzeduppzpkzgmv27vslmwhqyckp8lx,8
2143,terra1crnu0qpdqamaulrh3g4wayzq0f0gma3tr4ggse,24
2144,terra1crnxt44f8v8xn2y6rm8ks4pqnznw2eldslj0ah,19
2145,terra1crslhdg5nr475dknp0ja0wss53zgqjy56c0amu,22
2146,terra1crumpp97t6qsl7dku7s5nrf0uxfxh8lyyftcvm,25
2147,terra1crwjca5pey9p3rfrref7akhlj97nv5hqv89u9d,30
2148,terra1crx2tcjaxs02xts2cwyh03vtx7jgtplunmmyty,14
2149,terra1cs0mnxdlf98axtmatwzqhd8hz7nsg4ma2yzqjn,23
2150,terra1cs3gsycdjsaht9vtwlanzr0heyjlvplwalj33v,21
2151,terra1cs5dz5ndummjrjrhra5fg5pm7eqrl2k5rcw9ef,14
2152,terra1csfa9jlrvl6x28hwpyqk8wzlt684pstmtrfz2c,20
2153,terra1csh79va6t5g3pk8a7t56uenrmvthq5d2yhj7px,2
2154,terra1csk8qkktl2d32p6svc5l43luh5ql68062x7tnl,12
2155,terra1csldaz2w6qrgh0fh0xlav7p8dah78hlfzsydn4,4
2156,terra1csvugvyu35jd6nnc0xzgh60dljzgmjxu9r9zxd,8
2157,terra1csxqptsve542l3d37gftnud40xyflwqg7lrvy6,23
2158,terra1ct5n2r6jtjyljxznv2xf7nxq7up2gn5tlzklkf,11
2159,terra1ct7lv8x2v7s6tta75fsjfr0t84dnpsdqprjntd,1
2160,terra1ctjmj02xhadlft060jx049slz95pdftkeskvlc,2
2161,terra1ctpgupfcd0tcewpk08kn74yyhhlxwg4l8dt9qf,1
2162,terra1cttph6djdgfwff34mq2m9ddfp66v6y2a3teduk,11
2163,terra1ctu60zkrwh69yjr0aag5trtcl6exn2cdrpnhlx,2
2164,terra1ctu8z8nnc7jv4n5mtd48ptrdwr6ljgrc0zvnkz,8
2165,terra1cty9uemv6wxz52txhnjl9xymq3wlu6hpz325j3,7
2166,terra1cua8afc4ztas003p4n9p4hnjfqhf09pax77cce,10
2167,terra1cug83napuhwc869ncwcfmpnrnser9axnfpzd2y,29
2168,terra1cugykexy3x6fzpumg8zu53sqr86la8jy7te0q6,26
2169,terra1cuhxj0u2ge40ax5267tre9jm9uljvd2fcqrkzu,4
2170,terra1cuxhwwdffyw4guu9sue3gjceravmhpux6pqvlh,1
2171,terra1cv4sttgrumtmwtr7v8mp46e2zqk2hfddduct32,28
2172,terra1cv54p8mag06f2dpqxx20t7eca2a9t4nrp5qect,14
2173,terra1cvcp97xn9rx6agz5n02j9s2yl9s2jr80a8j6vz,2
2174,terra1cvj6ewk68764pq8gdptjgrzpl9xeeghgt0lrc9,2
2175,terra1cvmzqn2rzgs46xazz0nw69cvy0tqyxtts7nffj,30
2176,terra1cvnjt62h0y8rshe0xawa97k06ehlwpmftndfv2,6
2177,terra1cwehlyxaz59n3kyfcqwyecax4qwxgmrm8ww97g,7
2178,terra1cwf7jwpe9s4ctg8jny6aeayqhz6qclhalgur83,2
2179,terra1cwk4s0jtvt69mawaqsay2a9h20cgqd9h5c2qgk,14
2180,terra1cwlqkh2vm6jv4kzu40cxxf5jt2g364g6aq2psz,24
2181,terra1cwv0xfty4c3hm766qsdr7phe0g2wu2a76c0l4v,1
2182,terra1cwxv5rxj9qvuqy67775t7vnynks8gw5jpehnam,17
2183,terra1cxckz8mcg4ftlawjd6q7rtk7eups7s33uxau83,17
2184,terra1cxeng8q9z08hrweaf6tfd0xsl7s3mkpg9vatzk,2
2185,terra1cxnt0ygtntq6p4qy8ysh22s9un59hsy3dg8nzk,17
2186,terra1cxnz4xhja952qjx2j7x3unjvzgg803f8c9d0v4,9
2187,terra1cxqh750sa0uztgw7mrzn88quq5zk82kupagcgc,20
2188,terra1cxrnpekr2srmn3mqt5cxwqey8m3y7vdkjy9uq8,3
2189,terra1cxryvyja4d90a0jlt2m4zt79x0cpsge8xu7lzl,15
2190,terra1cxt86dal8zn6p26zue6v7t6a82qfuyfjkemp9d,23
2191,terra1cxwlk06d36ej69w0pqsfkecxvtmr57nars4kxq,16
2192,terra1cy2n7khrxvw3az3jhdjv3lwe9gy0gnu2gzh5ph,19
2193,terra1cycjxpe6fje8a58pp45n8x04t9x8ekf7j62slq,27
2194,terra1cyyeyk5fzju00yf73wq9x5fyvlsnkz0f5huvcu,11
2195,terra1cyzlqltfjfj80t5t3rhm2cwrkptd5m6lzuvnkc,10
2196,terra1cz2ftggv0n72l9jk3d2gj327dmzae0jengwwwl,30
2197,terra1czaf8l7j730400gq7lv9t047a4f0trz06x9m4d,5
2198,terra1czj5ds6hxuuwhqvelcgmztdytxnnmvvrfcphlr,30
2199,terra1czq9df4fgryqp3cglz6y556tuuqrlxetrqtwv7,13
2200,terra1czvpauej5xdxx9g39yjjh7nhqwyh6j0r757h87,30
2201,terra1d03ppywn369qzajeuqs0dge29rchxteaqasn75,21
2202,terra1d05m5krl3wzwmapyawdv959dac423cyjdyvgdh,9
2203,terra1d0g4fwh5acjz6kysxdynx3266qt09x99v9v204,2
2204,terra1d0kg7a57k3m7z400wzt27hteheevxhx2g3qh3m,10
2205,terra1d0r2pg738c6u3l4jrjsgw7w7xlxkp7fcqeek0g,30
2206,terra1d2egk4wymzu5ae7xrlwsan6455c8zzr5gjcuut,21
2207,terra1d2ffgn8vcmrdj0jfen4y9d3nxh84atlm8hqc2z,24
2208,terra1d2hmfxjf6j4l5fn36u63wr4qf6ah2cr4n02c50,5
2209,terra1d2munkhm7875az4ckaaych8tw9agxp749tnag8,2
2210,terra1d2veavs059dwtxl8z3wfl24hrlxzevw8ersrlk,5
2211,terra1d2vs5ad8jeknh9qk3we2xr37szq2676tad7u4r,16
2212,terra1d2x8xcmm9cm9slnaxk7cdxh0fuykc5dkpagu8r,27
2213,terra1d32ur49s9yxvu342n6ul7z55l3wh9gnjq5d36k,21
2214,terra1d336djrz882xeu2pcqhcdfkza6qx24r5vs333x,8
2215,terra1d3p37v7z8fglulydwuqm28xd96j9hnkz8nwn5h,27
2216,terra1d3vv03sghfj9lyjrwn76a5kla085mn8wl22jl7,30
2217,terra1d3zx4plcr5p2re0q6gp6zpcc2t2h5p0zf7mc7c,22
2218,terra1d40dj2gm4a8f4w5y8d9hz4qffwrfl6t8lnazyd,14
2219,terra1d4lc8xvq6k5382ws7p2upjfztdmhqr378kdyqa,22
2220,terra1d54u6s9t7mgmagnjn38w5l8laal799fd47nl3v,17
2221,terra1d5ejfy2jrxsfyx5k6025f009az63al7snfy32x,4
2222,terra1d5jnyuecumwrdkum47sn7za2e3k2jppkgl24gt,9
2223,terra1d69gs7mcldt07xryevs5mhva5ps3zzsnqpqrc8,9
2224,terra1d6chtnpn55fch94hupshmm5n6pnrvhj24fymm2,1
2225,terra1d6t3j5cxn6ythcwh89jx8lklhyhnsp5qkngz74,27
2226,terra1d6u3xf3kkagx505uzsege8y5dfsl6a47jsenfk,24
2227,terra1d6v6e4cc9syeq4nyxk0dfvx2g87vsl25y0all0,4
2228,terra1d70703eg7qnredg9u9gnwhzm58lzh2e4zhcer7,2
2229,terra1d73sts94x5ukjl4z97ynqu809snxcqp47w48fe,27
2230,terra1d749vd3t225hwpdtzs30a9qc757m6ad0rwzpgd,11
2231,terra1d7fvc0rl0ru8aa4xft4m0hg349srrmgrfccff7,30
2232,terra1d7qdyhnf8vh8q5y80rzw29eq9dlyumjharzaum,24
2233,terra1d889ykumexm4g5m4leqsu0gcydtuq0z56pf2gr,11
2234,terra1d89mhrfxjvs7vrs6xw3cuh3s70ykx9s9vc36pt,30
2235,terra1d8c2kxnkfw55y99kcgj0rcjyurcx854jwhc05v,3
2236,terra1d8gqzw5uq7tgfzme8m8n6twslqhapnnezhz2y5,19
2237,terra1d8ygrs9k9h9sfuz48le3vjp667y26kyu32j3z3,2
2238,terra1d9253kvnuwa3v6wyg5ngxyp2cwds6msla6gyhe,1
2239,terra1d92rkzuushy3fkve2x3lljjffw4r82j9arqnxw,30
2240,terra1d9fqzrsk3s75twckhjqkuy6ctcadpe053a06at,25
2241,terra1da4rrxf439ms4kxm5yg8mstzsc30hczlphek3w,7
2242,terra1da6da5xu5ms4llkp0a352m2lh93xtkw68uf2cx,9
2243,terra1da6fu6mm5h54yd936rfn7nq0mjrtfslu4u25wy,24
2244,terra1da74m9k42tr6tppef8q57jcmun9xurj9t7h3ug,22
2245,terra1dam2azx79xduz6y74xzgqstslgfv4gm3p476kh,27
2246,terra1dc2cyk9w39lya3d2cj8phpw8jkwde4lu2ucdfc,14
2247,terra1dc4ly8x3890z4f9mg7nqfzkzg2qgq4k2h9qsav,18
2248,terra1dc9ac2g82ey3vauwk4xzwc3kxz7sz0g28x4q73,19
2249,terra1dd2qq5mgas3kvummrlv8khmys6xrpuctwndsnx,13
2250,terra1dd567xgkvpqgsll5ke9mje0drhczkwmcsa7l2y,16
2251,terra1dd72e2ks06v2ww7x6fa97k9v8erlsx7mruk3hc,14
2252,terra1ddf3eze5htsqutn4s7tjlqd0f464lh5r9se372,6
2253,terra1ddlxy9kft36s6uz0m7cjgh5kqqkmzed2s0p00e,24
2254,terra1dedcwr9nj2am6jmhvp6klnl0w7lc025tpek4hy,22
2255,terra1dehvmpnwr2h0k20ep4xh67zz7qlupzul8lmrlt,25
2256,terra1dej2rmsrnh0mkxcumj523cn6g05k80twx62rkc,18
2257,terra1derjmpv3yq0ge6u7tvx7lt6k6w75jennngmrle,4
2258,terra1dewf0xn9cf2p8c43450klxf2p3sqvze5t6fxk6,14
2259,terra1dex74xxnygpl3y2h08xq55vz47829eqzpr0qes,21
2260,terra1deywm07658h2vusmnuaml5maf5clcr000zrvxx,2
2261,terra1dfclg4qn5339tjetx7ut3dnasc0d8nqytpaz2z,24
2262,terra1dfkf9xalf4twnwze55netjpdl26q9yq7xdxhke,27
2263,terra1dfztl2hyg24gmdkjweahu4wdue4tuuu5v7mf7c,7
2264,terra1dga5jtxf6pv8pp7yy8uq8ejhupcng9d0pw0hr5,6
2265,terra1dgc28slhraf6qgvgac28xwr5urwmkv6tk6wmtx,24
2266,terra1dgek65ypnpmt6lrx44l68j79rzl4masyea79z3,21
2267,terra1dgkhy4th5gwtjna5qhljvc02uk7kzx4xfwp25r,20
2268,terra1dgn33afd682z53j26dgjgn2p7lcwxgzzgkg9t5,9
2269,terra1dgpk0yp4etgljr5y0m9938w4vsftyhcdw4efsq,4
2270,terra1dgu9cv08z2hwv4pqfn5e2ncvqrhjgcxjjxl7cd,3
2271,terra1dgvrrmnwdxtnlp3kyr2p5rhjhamq4ynpcytjfd,2
2272,terra1dgynunrtyq3dfk4k5qsjrrn4w0wnsh8qjrrnxk,24
2273,terra1dgysywfafkfvkumrmcaxvgsup5h3rnwk3j2r8y,2
2274,terra1dha0256a5lkhhg2p309jvypmq3w55z82rjxzyd,24
2275,terra1dhcl3j0wgfccdl4prxyvf7rfpzq2czaf5uyqzd,7
2276,terra1dhejuzyp04zlfpyek9uflmj5jyyvrxd37nas7m,4
2277,terra1dhfc6qpdsyjkvrr0faaja8y84h4zpwdz4s49zx,14
